gender,ug_course,ug_specialization,interests,skills,ug_percentage,has_certifications,certification_title,is_working,first_job_title,masters_field
Male,be,automobile engineering,"social justice, take risk for profits, technology, entrepreneurship, understand human behaviour","critical thinking, business knowledge, civil criminal law, communication skills, negotiation skills, work under pressure, news gathering, product knowledge, market study, team work, excel",79.8,yes,internatinally accredited diploma in advacned nutrition and fitness,yes,fitness consultant expert,none
Female,master of journalism,journalism,salesmarketingsocial justiceunderstand human behaviourcontent writingdigital marketingsocial media marketing,active listeninggathering informationartisticcreative skillspeople managementcommunication skillsmass communicationproblem solving skillswriting skillssocial media marketingcontent creationclient management,68.0,yes,digital marketing,yes,copywriter,journalism mass comm
Female,be,electronics and telecommunication,technology,programming language skillscommunication skillsproblem solving skillspythonmatlab,61.75,no,no,yes,assistant system engineer trainee,none
Female,g n m nurshing,hospitality,"teaching, technology","logical skills, presentation skills, observation skills, subject knowledge",76.95,no,no,yes,medical practitioner,masters in pharmacy
Female,btech,information technalogy,financial analysis,"active listening, ai, critical thinking, analytic thinking, artistic skills, java, communication skills, work under pressure, leadership, editing, product knowledge, creativity skills, team work, excel, logical skills, interpersonal skills, presentation skills, mass communication, writing, tableau, reading, designing skills",70.49,no,no,yes,software engineer,none
Female,mca,computer science engineering,govt job,accounting skills,65.0,no,no,no,accountant,master of computer application
Female,btech,biotechnalogy,"research, understand human body, biotechnology",realtime polymerase chain reaction qpcrenvironmental biotechnologymolecular biology,85.5,yes,biological data analyzers,yes,biocurator,none
Female,btech,computer science engineering,researchtechnologydata scientist,programming language skillsgathering informationanalytical skillspythonartificial intelligence,80.5,yes,java,no,nothing,none
Female,btech,mechanical engineering,"technology, trading","active listening, programming, work under pressure, teamwork, excel, logical skills interpersonal skills, presentation skills, reading",74.1,no,no,yes,sql developer,masters in business analytics
Female,btech,electrical and electronics engineering,technology,unknown,75.05,yes,data science,yes,data analyst,masters in data science
Female,btech,computer science engineering,technology,programming language skillscritical thinkinggathering informationpeople managementcommunication skillsleadershipsqljava,70.3,yes,"oracle associate developer, microsoft azure fundamentals, microsoft azure data adsociate",yes,software engineer,none
Male,be,automobile engineering,teachingtechnologycontent writinggovt jobindustiressports industryoil and gasexcel,active listeninggathering informationcommunication skillsproduct knowledgewriting skillspresentation skillsgood communication skills,83.41,no,no,yes,testing engineer,none
Male,bpharmacy,mining,data scientist,programming language skillscritical thinkinganalytical skillscommunication skillsmachine learning skillspythonartificial intelligencesql,76.0,yes,"ibm datascience, ai, python, tableu, mysql",no,pharma benefit analyst,none
Male,btech,computer science engineering,"technology, data analytics, machine learning, cloud computing, cyber security",web application securityvulnerability assessmentowasppenetration testingshell scriptingpython programming languageethical hackingweb application security assessmentapplication security,79.8,yes,certified ethical hacker cehcyberark privileged access securitysecurity certified network specialist scns,yes,cyber security engineer,none
Male,btech,electrical and electronics engineering,technologyindustiresdesign,"proeficiency in software like staad pro, etabs",79.8,yes,autocadelectrical,yes,maintenance engineerelectrical,none
Male,bsc,chemistry,"salesmarketing, take risk for profits","active listening, artistic skills, communication skills, work under pressure, editing, product knowledge, creativity skills, market study, team work, excel, sales",67.0,yes,chse,yes,medical practitioner,masters in business analytics
Male,be,computer science engineering,researchtechnologydata analytics,active listeningprogramming language skillscritical thinkinggathering informationbusiness knowledgeanalytical skillsfinance related skillspeople managementcommunication skillsmass communicationleadershipproduct knowledgeproblem solving skillswriting skillsdata visualization skills power bi tableau machine learning skillsinterpersonal skillswealth managementpresentation skillslinuxpythonartificial intelligencesqljavacloud computing,83.6,yes,python programming,yes,associate data scientist,none
Male,ballb,law,social justicesocial causes,civil criminal law,71.25,yes,criminology,yes,law intern,none
Male,btech,computer science engineering,technologydata analyticsdata scientistall fields related to data science,data visualization skills power bi tableau machine learning skillscartificial intelligencesql,71.25,yes,python data structures,yes,data analyst,none
Male,btech,information technology,entrepreneurship,"active listening, python, critical thinking, analytic thinking, java, sql, oracle, programming, people management, leadership, team work, logical skills, interpersonal skills, c, problem solving skills, writing, building rapport, subject knowledge",74.1,no,no,yes,java developer,none
Female,btech,computer science engineering,"research, technology, entrepreneurship","java, programming, creativity skills, team work, excel, linux",66.0,no,no,yes,software engineer,none
Female,btech,computer science engineering,"technology, teaching","active listening, programming, work under pressure, teamwork, excel, interpersonal skills, presentation skills, reading",70.3,no,no,yes,teaching,mtech
Female,economics,political science,govt job,hospitality,45.0,yes,aviation security courses,no,security officer,none
Male,bcom,mar,salesmarketing,business knowledgeanalytical skillsfinance related skillscommunication skillsnegotiation skillsproduct knowledgeproblem solving skillsrisk management skillsclient management,59.85,yes,microsoft office,yes,business trainee,pgdm
Female,btech,civil engineering,teaching,"active listening, work under pressure, teamwork, interpersonal skills, presentation skills, reading",76.95,no,no,yes,teaching,mtech
Male,btech,electronics and communication engineering,"technology, teaching","active listening, programming, work under pressure, teamwork, excel, interpersonal skills, presentation skills, reading",80.75,yes,python training,yes,python developer,masters in business analytics
Male,btech,marketing,researchsalesmarketingsupply chain analysis,critical thinkingartisticcreative skillsanalytical skillscommunication skillsproblem solving skillssql,76.0,yes,catia,yes,operations specialist,master in business management
Male,bba,human resource,human resource,negotiation skillshr,71.25,yes,human resources information systems hris,yes,talent acquisition executive,none
Male,bcom,accountancy,financial analysis,active listeningartisticcreative skillscommunication skillsmass communicationproblem solving skills,65.0,no,no,yes,management trainee,marketing and finance
Female,bba,human resource,content writingmarket reserach,business knowledgefinance related skillspeople managementcommunication skillsnegotiation skillsproblem solving skillssalespresentation skills,74.1,no,no,yes,human resources assistant,none
Male,be,mechanical engineering,financial analysisnews coverageresearchtechnologyunderstand human behavioursupply chain analysismarket reserachindustires,critical thinkingbusiness knowledgeanalytical skillscommunication skillsnegotiation skillsleadershipproblem solving skillsrisk management skillsgood communication skillssap,65.0,no,no,yes,procurement engineer,mba in operations
Male,be,mechanical engineering,tradingdata scientist,analytical skillsproblem solving skills,62.0,yes,catia,yes,get,none
Male,ba,"history, sociology,",researchsalesmarketingtradingdigital marketingsocial media marketingcustomer care,active listeningbusiness knowledgecommunication skillssales,58.0,no,no,yes,"telecaller,sale exicutive",none
Female,btech,biotechnology,technology,"critical thinking, analytic thinking, java, sql, programming, communication skills, work under pressure, leadership, team work, interpersonal skills, presentation skills, problem solving skills, writing, observation skills, reporting, reading",86.45,yes,microsoft and google tech certifications,yes,software engineer,none
Female,ba,history,"news coverage, teaching","active listening, communication skills, work under pressure, news gathering, reporting, reading, subject knowledge",68.0,yes,pgdc,yes,teacher,masters in arts literature
Male,be,automobile engineering,technology,"team work, linux, problem solving skills",64.79,no,no,yes,software engineer,none
Female,btech,electrical and electronics engineering,"salesmarketing, technology, entrepreneurship","ai, java",75.0,no,no,yes,operations engineer,none
Male,btech,accountancy,research,"critical thinking, analytic thinking, gathering informing",71.25,no,no,no,mechanical engineer,masters in business administration
Male,btech,automobile,technology,"python, programming, excel, linux",63.84,no,no,yes,software engineer,masters in computer science
Female,bcom,mechanical engineering,financial analysis,accounting skills,76.0,no,no,yes,data analyst,masters in banking financial institutions
Male,be,accounting and finance,data scientist,active listeningbusiness knowledgepeople managementleadershipproduct knowledgeproblem solving skillsrisk management skillsdesigning skillsmachine learning skillspythonsql,74.18,yes,deta scientist nd python programing language,no,software engineer,none
Male,be,information technology,financial analysisnews coveragesupply chain analysis,critical thinkinganalytical skillsnegotiation skillsproblem solving skillsrisk management skillsdata visualization skills power bi tableau machine learning skillspythonartificial intelligencesql,80.0,yes,digit data scientist,yes,purchase executive,none
Male,bcom,statistics,financial analysis,teamworktime managementcompany secretarial work,72.2,yes,companies act,yes,company secretary,company secretary professionalthe institute of company secretaries of india
Female,btech,information technology,data analyticsdigital marketingdata scientist,risk management skillsdata visualization skills power bi tableau sqlsap,77.9,yes,test automation,yes,qa specialist,none
Female,bsc,information technology,research,"ml, python",78.85,yes,machine learning with python,no,sales executive,masters in statistics
Female,btech,"c, c, java, sql, mysql, unix, html, mathematics, statistics","technology, entrepreneurship","analytic thinking, business knowledge, java, sql, communication skills, work under pressure, product knowledge, team work, excel, problem solving skills, observation skills, reporting, reading, subject knowledge",69.35,yes,java,yes,software tester,none
Male,bcom,mechanical engineering,design,"editing, designing skills, sales",71.25,no,no,no,marketing manager,masters in computer science
Male,btech,electrical and electronics engineering,"technology, understand human behaviour, understand human body","communication skills, work under pressure, leadership",61.75,yes,embedded,yes,hardware engineer,none
Male,btech,computer applications,software job,networking,78.85,yes,networking,yes,apac engineer,none
Male,btech,civil engineering,software job,no,66.5,no,no,yes,associate engineer,none
Male,btech,mechanical engineering,technology,"ai, ml, python, c, r, linux",56.05,no,no,no,data engineer,masters in data science
Male,btech,business,"supply chain analysisgardeningserviceindustiresagriculture, services",business knowledgepeople managementmachine learning skillshospitality,63.59,yes,hyundai appreciate,yes,personal advisory,none
Female,be,computer science engineering,"financial analysis, salesmarketing, technology, trading","ai, python, programming, communication skills, c",76.0,yes,rpa,yes,rpa developer,none
Male,bcom,electronics and communication engineering,service,accounting skillsactive listeninghardware skillscritical thinkinggathering informationbusiness knowledgeanalytical skillsfinance related skillsmass communicationleadershipproduct knowledgeproblem solving skillsrisk management skillswriting skillshr,62.7,yes,tally erp,yes,relationship manager at icici,none
Male,btech,civil engineering,"web development, social causes, all fields related to data science, machine learning, data scientist",nodejsangularjiratrellojqueryjavascriptajaxphpcodeignitorloopback,76.95,yes,htmlajax,yes,web developer,none
Male,btech,mechanical engineering,teaching,"active listening, work under pressure, team work, presentation skills",74.1,no,no,yes,teaching,mtech
Male,btech,mechanical engineering,technology,accounting skillsactive listeningcritical thinkinggathering informationartisticcreative skillscommunication skillsnegotiation skillsleadershipcontent creation,75.0,no,no,yes,business operations,none
Male,be,electronics and telecommunication,data analytics,autocard,66.5,yes,autocard,yes,sales excellent,none
Male,be,business administration,"research, social justice","analytic thinking, communication skills, leadership, team work, designing skills",69.635,no,no,yes,machine operator,masters in business administration
Male,btech,information technalogy,technologyunderstand human behaviourgovt jobinfrastructuredesignconstructionconstruction manegement,"proeficiency in software like staad pro, etabsconstruction management",77.9,yes,advance construction technology,yes,civil structural engineer,none
Female,be,electronics and communication engineering,technology,"python, tableau",62.0,yes,data science and python with tablue,yes,back end developer,none
Male,btech,computer science engineering,technology,programming,60.8,yes,programming,yes,dot net developer,none
Male,btech,accountancy,data analytics,rpythonsql,56.0,yes,data science,yes,gis engineer,none
Male,btech,geography,technologygovt jobsports industry,programming language skillspeople management,62.0,no,no,yes,software engineer,none
Male,mba,business,retailer,hr,59.0,no,no,yes,retail manager,"ma,mba"
Male,be,sales marketing,entrepreneurship,creativity skills,69.35,no,no,no,data analyst,none
Female,btech,structure,technologyunderstand human bodyweb designingweb development,active listeninggathering informationcommunication skillsleadershipproblem solving skillsdesigning skillspythongood communication skills,65.55,yes,"python, python data structures",no,student onboarding team member,none
Male,btech,management,tradingcustomer care,critical thinkingartisticcreative skillsanalytical skillscivil criminal lawproblem solving skillsrisk management skillswriting skillsinterpersonal skillspresentation skills,71.25,no,no,yes,site engineer,site engineer
Male,btech,electronics and computer engineering,technologysocial causes,"proeficiency in software like staad pro, etabsgood communication skillsrefinery operations",81.795,no,no,yes,chemical process engineer,none
Male,bba,computer science,salesmarketingmarket reserach,active listeninghardware skillsproblem solving skillsrisk management skillssales,78.0,yes,entrepreneurship development program,yes,marketing guy tma,none
Female,be,history,data scientist,people management,67.0,no,no,yes,systems engineer,none
Female,bcom,business studies,salesmarketing,business knowledgepeople managementcommunication skillsproblem solving skillssalessocial media marketinginterpersonal skillspresentation skills,64.0,yes,business innovation model,yes,data analyst,masters in business administration
Female,ba,computer science engineering,teaching,teaching,98.0,yes,ntt,yes,teacher,ma ancient indian history
Female,bcom,econamics,financial analysissocial justicecontent writingsocial media marketing,"accounting skillshardware skillsbusiness knowledgefinance related skillscommunication skillssocial media marketingcontent creationteachingforeign languages french, spanish",71.25,yes,"udemy digital marketing, advanced content marketing, diploma de espanol, information technology",yes,social media executive,none
Male,mca,instrumentation,designsalesforce admin,critical thinkingmass communicationleadershipeditingdesigning skillscloud computingsapsalesforce admin,73.0,no,tally,no,salesforce admin,bachelor of computer applications
Male,bca,electrical and electronics engineering,testing,java,57.0,yes,no,no,software engineer,none
Male,btech,electrical and electronics engineering,technologyindustiresdesign,automation,76.0,yes,process automation,yes,instrumentation and control engineer,none
Male,btech,computer science engineering,"researchteachingtechnologydata analyticsagriculture, services",accounting skillsactive listeninghardware skillsbusiness knowledgeproblem solving skills,77.0,no,no,yes,ups supervisor,none
Male,btech,computer science and engineering,teaching,"active listening, work under pressure, team work, presentation skills",74.1,no,no,yes,teaching,mtech
Male,btech,computer science,machine learning,data structuresalgorithmscompetitive programmingcjavascriptjavajavagitintellijideaxcodeproblem solvingandroidstudiowebstormpostman apihtmlcascading style sheets csssoftware developmentcore javabootstrapjunitreactbackend web developmentspring frameworkhibernatecppdatabase management system dbmslinuxdebuggingobjectoriented programming oopobject oriented designdatabases,86.83,yes,international collegiate programming contest,yes,software development engineer,none
Male,btech,computer science,technologyweb designing,active listeningprogramming language skillscritical thinkinganalytical skillscommunication skillsproblem solving skillspython,63.65,yes,internship at icloud,yes,associate consultant,none
Male,bsc,electronics and communication engineering,web developmentinformation technology,programming language skillscommunication skillsc,67.0,no,no,yes,jumio document verification team,mca
Male,mba,computer applications,salesmarketingsupply chain analysisdata analytics,active listeningcritical thinkinganalytical skillsfinance related skills,55.0,no,no,yes,manager,none
Male,btech,computers,"trading, entrepreneurship, understand human behaviour","ml, python",74.1,no,no,yes,hardware engineer,masters in mathematics
Female,bca,computer science engineering,teaching,teaching,81.795,no,no,yes,placement trainee,mca
Female,mca,mechanical engineering,technologyweb designingdata analytics,data visualization skills power bi tableau machine learning skillsrpythonartificial intelligencesql,80.0,yes,data science and artificial intelligence,no,php developer,master in computer applications
Male,btech,marketing,game industry,cunity dobjectoriented programming oopgame developmentdata structurescunreal engine c programming language,70.965,yes,c simulate space mario gamedplatformgamed battletankgame,yes,game programmer,none
Male,dme,mechanical engineering,"financial analysis, news coverage, social justice, entrepreneurship, understand human behaviour, understand human body","reading, subject knowledge",76.0,no,no,yes,mechanical engineer,masters in computer science
Male,be,"physics, chemistry and mathematics",researchtechnologydata analyticsdata scientist,active listeningcritical thinkinggathering informationpeople managementproblem solving skillsrisk management skills,69.0,no,no,yes,qc engineer,none
Female,btech,english,"technology, entrepreneurship","ml, python, sql, programming, team work, excel, logical skills, presentation skills, tableau",77.9,no,no,yes,sql developer,masters in business analytics
Male,diploma,computer science engineering,teaching,editing,54.0,no,no,yes,hr,none
Male,bcom,computer science engineering,govt job,accounting skillscritical thinkingeditingcontent creation,58.9,no,no,yes,miritary soldier,none
Male,btech,mechanical engineering,web designinginformation technology,programming language skills,52.0,no,no,yes,software engineer,none
Female,btech,statistics,researchdata analyticsweb developmentsocial media marketingsocial causesindustiressports industry,programming language skillscritical thinkinggathering informationcommunication skillsnegotiation skillsmass communicationleadershipeditingproblem solving skillsrisk management skillscpresentation skillslinuxpythoncontent creationjavacloud computingmatlabgood communication skillssapawssalesforce admin,80.75,yes,salesforce admin,yes,salesforce admin,mtech
Female,btech,automobile engineering,industiresdesign,cadcaeautocadcatiaansysproeseimensnx,68.495,yes,ugs nx,yes,mechanical design engineer,none
Female,bsc,mechanical engineering,financial analysisresearchsalesmarketingteachingtechnologysupply chain analysisdata analyticsdata scientist,active listeningcritical thinkinggathering informationartisticcreative skillsbusiness knowledgeanalytical skillspeople managementcommunication skillsproblem solving skillswriting skillsmachine learning skillspythonartificial intelligenceautomation,65.0,no,no,yes,analyst,yes in statistics
Female,be,history,researchteachingsupply chain analysisgardeningsocial causesindustires,critical thinkingartisticcreative skillsanalytical skillsproblem solving skillsrisk management skillsartificial intelligencegood communication skills,71.3,yes,industrial automation,yes,assistant engineer,none
Male,be,agriculture biotechnalogy,web designingdesign,designing skills,66.975,yes,uiux diploma,yes,graphics designer,none
Male,btech,mathematics,researchsalesmarketingmarket reserach,active listeningcommunication skillsnegotiation skillsproblem solving skillsclient management,65.0,no,no,yes,project manager,none
Female,bsc,commerce,research,"active listening, analytic thinking, gathering informing, work under pressure, team work, excel, logical skills, reporting",81.795,yes,nptel online certification in experimental biotechnology,no,scientist in downstream protein purification,masters in science
Female,btech,civil engineering,technologyweb designingdata analytics,gathering informationanalytical skillscommunication skillsleadershipdata visualization skills power bi tableau interpersonal skills,80.75,no,no,yes,associate system engineer,none
Male,bsc,data structures algorithm,financial analysisgovt jobsocial media marketing,critical thinkingbusiness knowledgeleadershiprisk management skillscsqljava,79.0,no,no,yes,gatemen,none
Male,btech,civil engineering,data analytics,analytical skillsdata visualization skills power bi tableau machine learning skillspythonartificial intelligence,65.55,yes,machine learning with python certified by ibm,no,na,none
Male,be,computers,data analytics,"ml, python, sql",65.55,yes,machine learning witth python certified by ibm,no,data analyst,masters in data science
Female,bsc,statistics,content writingdata analyticsgovt jobdata scientistgardeningserviceall fields related to data science,active listeningartisticcreative skillscommunication skillssalespythongood communication skillsteachingteaching experience,63.0,yes,pgdca,no,previously worked,master in computer applications
Female,bsc,computer science engineering,data analyst,"ml, python, analytic thinking, sql, communication skills, tableau",83.6,yes,"python for data science by ibm,data analysis using python by ibm",no,data analyst,masters in statistics
Male,btech,bbb,"financial analysis, technology, trading, entrepreneurship, understand human behaviour","sql, derivatives, linux",79.0,no,no,yes,software engineer,none
Male,btech,electronics and communication engineering,"web development, information technology, blockchain",cloud computingmicrosoft azureamazon web services awsdockerjenkinsgitkubernetespowershellmysqlbig data analytics,79.42,yes,z microsoft azure architect designmicrosoft certified azure solutions architect expertaws certified solutions architect associateazure fundamentals az certification microsoft poweshell,yes,cloud engineer,masters in computer science
Male,btech,electronics telecommunications,data analytics,no,76.95,no,no,yes,assistant system engineer trainee,none
Male,btech,electrical and electronics engineering,product life cycle management,product managementuser experience uxproduct developmentaccount managementproduct strategyproject resourcing,73.055,yes,product management,yes,product specialist,none
Male,bsc,coding,technology,communication skillsdata visualization skills power bi tableau,67.22,no,no,yes,mis,none
Male,btech,electronics and communication engineering,technology,"python, sql, oracle",72.2,no,aws cloud practitioner,yes,data engineer,masters in computer science
Male,bsc,computer science engineering,technology,"sql, problem solving skills",80.75,no,no,no,nothing,masters in computer science
Male,btech,animation visual effects,technologycontent writing,programming language skillscritical thinkinganalytical skillseditingdata visualization skills power bi tableau sql,59.22,yes,"sql, python,tableau,data science",yes,hr assistant ii,none
Male,bsc,animation visual effects,animation,dd animation,76.285,yes,d animation,yes,vfx production assistant,none
